"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"59484191","11/18/2023 07:58:56 AM","12/11/2023 10:13:59 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10009","123 ST MARKS PLACE","ST MARKS PLACE","1 AVENUE","AVENUE A","1 AVENUE","AVENUE A","ADDRESS","NEW YORK","ST MARKS PLACE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/20/2023 02:05:25 PM","03 MANHATTAN","1004360036","MANHATTAN","988,562","204,232","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72724530492","-73.98444262095","(40.727245304915826, -73.98444262095083)"
"59474757","11/17/2023 09:08:10 AM","11/24/2023 09:29:36 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10451","EAST  142 STREET","EAST  142 STREET","EAST  142 STREET","MORRIS AVENUE","EAST  142 STREET","MORRIS AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/18/2023 06:19:00 AM","01 BRONX",,"BRONX","1,005,078","235,987","PHONE","Unspecified","BRONX",,,,,,,,"40.81438099122","-73.92475571153","(40.8143809912207, -73.92475571152818)"
"59462390","11/16/2023 11:29:51 AM","11/18/2023 09:23:03 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11238","477 WASHINGTON AVENUE","WASHINGTON AVENUE","GATES AVENUE","FULTON STREET","GATES AVENUE","FULTON STREET","ADDRESS","BROOKLYN","WASHINGTON AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/18/2023 04:14:49 AM","02 BROOKLYN","3019790014","BROOKLYN","993,967","188,485","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.68401921934","-73.96496450315","(40.68401921933732, -73.9649645031483)"
"59468647","11/16/2023 09:37:48 AM","11/28/2023 08:32:22 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Gutter","10027","151 WEST  123 STREET","WEST  123 STREET","LENOX AVENUE","ADAM CLAYTON POWELL JR BOULEVARD","LENOX AVENUE","ADAM CLAYTON POWELL JR BOULEVARD","ADDRESS","NEW YORK","WEST  123 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/20/2023 01:48:27 PM","10 MANHATTAN","1019080007","MANHATTAN","998,684","233,323","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80708181348","-73.94786072176","(40.807081813483045, -73.94786072176363)"
"59428407","11/14/2023 01:10:24 PM","11/18/2023 11:57:21 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11377","43-12 50 STREET","50 STREET","43 AVENUE","ROOSEVELT AVENUE","43 AVENUE","ROOSEVELT AVENUE","ADDRESS","WOODSIDE","50 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/15/2023 01:12:12 PM","02 QUEENS","4001380025","QUEENS","1,007,888","210,432","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74423223406","-73.91469407553","(40.74423223406095, -73.9146940755314)"
"59415804","11/13/2023 08:50:05 PM","11/18/2023 02:11:31 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10452","81 FEATHERBED LANE","FEATHERBED LANE","MACOMBS ROAD","JESUP AVENUE","MACOMBS ROAD","JESUP AVENUE","ADDRESS","BRONX","FEATHERBED LANE",,"Closed",,"The Department of Sanitation cleaned the location.","11/14/2023 01:26:37 PM","05 BRONX","2028760037","BRONX","1,007,005","247,620","PHONE","Unspecified","BRONX",,,,,,,,"40.84630547373","-73.91775467927","(40.846305473726375, -73.91775467927161)"
"59423072","11/13/2023 01:07:37 PM","11/18/2023 09:01:28 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","159 NORTH    4 STREET","NORTH    4 STREET","BEDFORD AVENUE","DRIGGS AVENUE","BEDFORD AVENUE","DRIGGS AVENUE","ADDRESS","BROOKLYN","NORTH    4 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/15/2023 07:37:31 AM","01 BROOKLYN","3023447503","BROOKLYN","995,670","200,044","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.71574393652","-73.95880458799","(40.715743936517015, -73.95880458798543)"
"59395722","11/11/2023 10:00:52 AM","11/13/2023 12:03:29 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","11211","159 NORTH    4 STREET","NORTH    4 STREET","BEDFORD AVENUE","DRIGGS AVENUE","BEDFORD AVENUE","DRIGGS AVENUE","ADDRESS","BROOKLYN","NORTH    4 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/13/2023 05:02:06 AM","01 BROOKLYN","3023447503","BROOKLYN","995,670","200,044","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.71574393652","-73.95880458799","(40.715743936517015, -73.95880458798543)"
"59367491","11/08/2023 10:39:20 PM","11/11/2023 01:42:00 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11217","371 ATLANTIC AVENUE","ATLANTIC AVENUE","HOYT STREET","BOND STREET","HOYT STREET","BOND STREET","ADDRESS","BROOKLYN","ATLANTIC AVENUE",,"Closed",,"The Department of Sanitation removed the items.","11/09/2023 12:31:24 PM","02 BROOKLYN","3001770048","BROOKLYN","988,141","189,708","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68738055301","-73.98596995089","(40.687380553006655, -73.98596995089136)"
"59364788","11/08/2023 09:06:52 PM","11/17/2023 02:07:35 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10009","130 ST MARKS PLACE","ST MARKS PLACE","1 AVENUE","AVENUE A","1 AVENUE","AVENUE A","ADDRESS","NEW YORK","ST MARKS PLACE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/10/2023 10:16:28 AM","03 MANHATTAN","1004350029","MANHATTAN","988,575","204,218","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.72720687198","-73.98439572691","(40.72720687197968, -73.98439572690522)"
"59364769","11/08/2023 08:49:51 PM","11/18/2023 03:36:01 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","147 WEST   55 STREET","WEST   55 STREET","6 1/2 AVENUE","7 AVENUE","6 1/2 AVENUE","7 AVENUE","ADDRESS","NEW YORK","WEST   55 STREET",,"Unspecified",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/08/2023 08:49:59 PM","05 MANHATTAN","1010080001","MANHATTAN","989,738","217,586","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.76389803561","-73.98018880296","(40.76389803561281, -73.9801888029617)"
"59367549","11/08/2023 02:38:10 PM","11/10/2023 06:05:36 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Street","10018","306 WEST   37 STREET","WEST   37 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   37 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/09/2023 01:23:38 PM","04 MANHATTAN","1007600032","MANHATTAN","986,292","214,095","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75431760168","-73.99262961994","(40.75431760168475, -73.99262961993635)"
"59366100","11/08/2023 02:29:33 PM","11/13/2023 12:03:23 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","808 DRIGGS AVENUE","DRIGGS AVENUE","SOUTH    4 STREET","SOUTH    5 STREET","SOUTH    4 STREET","SOUTH    5 STREET","ADDRESS","BROOKLYN","DRIGGS AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/13/2023 05:05:30 AM","01 BROOKLYN","3024440028","BROOKLYN","994,876","198,306","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.71097453068","-73.96167153024","(40.710974530676914, -73.9616715302441)"
"59374321","11/08/2023 11:54:12 AM","11/10/2023 12:42:59 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10304","57 BEACH STREET","BEACH STREET","UNION PLACE","VAN DUZER STREET","UNION PLACE","VAN DUZER STREET","ADDRESS","STATEN ISLAND","BEACH STREET",,"Closed",,"The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.","11/09/2023 01:39:11 PM","01 STATEN ISLAND","5005130029","STATEN ISLAND","962,501","168,160","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.62821018382","-74.07835236343","(40.62821018381901, -74.07835236342736)"
"59370163","11/08/2023 08:18:56 AM","11/13/2023 12:03:22 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","761 METROPOLITAN AVENUE","METROPOLITAN AVENUE","GRAHAM AVENUE","HUMBOLDT STREET","GRAHAM AVENUE","HUMBOLDT STREET","ADDRESS","BROOKLYN","METROPOLITAN AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/13/2023 05:03:20 AM","01 BROOKLYN","3027600037","BROOKLYN","999,839","199,629","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.71459849732","-73.94376670209","(40.71459849731803, -73.94376670208999)"
"59372933","11/08/2023 07:48:36 AM","11/13/2023 12:03:17 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","11211","759 METROPOLITAN AVENUE","METROPOLITAN AVENUE","GRAHAM AVENUE","HUMBOLDT STREET","GRAHAM AVENUE","HUMBOLDT STREET","ADDRESS","BROOKLYN","METROPOLITAN AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/13/2023 05:04:10 AM","01 BROOKLYN","3027600039","BROOKLYN","999,828","199,628","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.71459577193","-73.94380638406","(40.71459577193274, -73.94380638405681)"
"59358589","11/07/2023 06:51:14 PM","11/11/2023 11:03:25 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10455","401 EAST  147 STREET","EAST  147 STREET","BERGEN AVENUE","BROOK AVENUE","BERGEN AVENUE","BROOK AVENUE","ADDRESS","BRONX","EAST  147 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/08/2023 07:02:38 AM","01 BRONX","2022920011","BRONX","1,006,857","236,070","ONLINE","Unspecified","BRONX",,,,,,,,"40.81460442952","-73.91832852997","(40.814604429524614, -73.91832852997139)"
"59360994","11/07/2023 07:38:52 AM","11/11/2023 10:39:34 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10463","3249 KINGSBRIDGE AVENUE","KINGSBRIDGE AVENUE","WEST  233 STREET","WEST  234 STREET","WEST  233 STREET","WEST  234 STREET","ADDRESS","BRONX","KINGSBRIDGE AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/09/2023 05:45:38 AM","08 BRONX","2057560233","BRONX","1,010,722","260,701","ONLINE","Unspecified","BRONX",,,,,,,,"40.88219847522","-73.90426835157","(40.88219847521974, -73.90426835157402)"
"59350932","11/06/2023 03:57:29 PM","11/08/2023 10:25:10 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10301","5B BOROUGH PLACE","BOROUGH PLACE","THE PROMENADE","BEND","THE PROMENADE","BEND","ADDRESS","STATEN ISLAND","BOROUGH PLACE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/08/2023 06:24:49 AM","01 STATEN ISLAND","5000010060","STATEN ISLAND","963,716","172,895","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.64120964781","-74.07398964751","(40.64120964780677, -74.07398964751141)"
"59349561","11/06/2023 03:00:14 PM","11/11/2023 11:04:11 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10461","2800 MAITLAND AVENUE","MAITLAND AVENUE","ERICSON PLACE","WILLIAM PLACE","ERICSON PLACE","WILLIAM PLACE","ADDRESS","BRONX","MAITLAND AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/08/2023 12:38:46 PM","10 BRONX","2053750025","BRONX","1,029,409","245,588","PHONE","Unspecified","BRONX",,,,,,,,"40.84064208055","-73.83679183233","(40.84064208054555, -73.8367918323257)"
"59352347","11/06/2023 01:02:50 PM","11/18/2023 08:12:48 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10033","651 1/2 WEST  187 STREET","WEST  187 STREET","WADSWORTH AVENUE","BROADWAY","WADSWORTH AVENUE","BROADWAY","ADDRESS","NEW YORK","WEST  187 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/06/2023 10:55:36 PM","12 MANHATTAN","1021700025","MANHATTAN","1,002,917","250,314","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.85370929295","-73.93252277623","(40.85370929294846, -73.93252277623387)"
"59345389","11/06/2023 12:19:18 PM","11/10/2023 06:07:51 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10011","163 WEST   23 STREET","WEST   23 STREET","AVENUE OF THE AMERICAS","7 AVENUE","AVENUE OF THE AMERICAS","7 AVENUE","ADDRESS","NEW YORK","WEST   23 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/08/2023 06:35:24 AM","04 MANHATTAN","1007990009","MANHATTAN","985,778","210,199","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74362416695","-73.99448573304","(40.74362416694786, -73.99448573303984)"
"59346781","11/06/2023 09:02:30 AM","11/11/2023 11:03:20 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10451","250 EAST  144 STREET","EAST  144 STREET","RIDER AVENUE","EAST  143 STREET","RIDER AVENUE","EAST  143 STREET","ADDRESS","BRONX","EAST  144 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/08/2023 07:03:53 AM","01 BRONX","2023347501","BRONX","1,005,028","236,461","PHONE","Unspecified","BRONX",,,,,,,,"40.81568210591","-73.92493487656","(40.81568210590894, -73.92493487656203)"
"59339813","11/06/2023 12:47:45 AM","11/18/2023 04:05:39 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10005","20 CEDAR STREET","CEDAR STREET","PEARL STREET","WILLIAM STREET","PEARL STREET","WILLIAM STREET","ADDRESS","NEW YORK","CEDAR STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/06/2023 06:29:20 AM","01 MANHATTAN","1000410015","MANHATTAN","982,010","196,844","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.70696778425","-74.00807929693","(40.706967784248214, -74.00807929692611)"
"59339814","11/05/2023 09:51:02 PM","11/18/2023 03:36:00 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","147 WEST   55 STREET","WEST   55 STREET","6 1/2 AVENUE","7 AVENUE","6 1/2 AVENUE","7 AVENUE","ADDRESS","NEW YORK","WEST   55 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/08/2023 05:46:16 AM","05 MANHATTAN","1010080001","MANHATTAN","989,738","217,586","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.76389803561","-73.98018880296","(40.76389803561281, -73.9801888029617)"
"59340751","11/05/2023 02:04:17 PM","11/08/2023 04:04:17 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","326 WEST   45 STREET","WEST   45 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   45 STREET",,"Unspecified",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/05/2023 02:04:24 PM","04 MANHATTAN","1010350046","MANHATTAN","987,200","216,004","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75955706339","-73.98935145371","(40.759557063394844, -73.98935145370989)"
"59341710","11/05/2023 12:31:31 PM","12/11/2023 12:15:55 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10019","325 WEST   55 STREET","WEST   55 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   55 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/06/2023 12:20:49 PM","04 MANHATTAN","1010460021","MANHATTAN","988,390","218,332","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76594634691","-73.98505450476","(40.76594634691167, -73.98505450475544)"
"59332862","11/04/2023 10:45:37 AM","11/11/2023 11:18:55 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10452","14 WEST  170 STREET","WEST  170 STREET","PLAZA DRIVE","INWOOD AVENUE","PLAZA DRIVE","INWOOD AVENUE","ADDRESS","BRONX","WEST  170 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/04/2023 12:44:32 PM","04 BRONX","2028560029","BRONX","1,006,858","245,476","ONLINE","Unspecified","BRONX",,,,,,,,"40.84042120149","-73.91829322164","(40.84042120149018, -73.91829322163599)"
"59316302","11/03/2023 05:21:13 PM","11/08/2023 03:09:31 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","354 WEST   45 STREET","WEST   45 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   45 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/04/2023 10:57:24 AM","04 MANHATTAN","1010350057","MANHATTAN","987,043","216,090","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75979316235","-73.98991813722","(40.75979316235308, -73.98991813721929)"
"59319108","11/03/2023 05:14:27 PM","11/08/2023 03:08:01 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","349 WEST   45 STREET","WEST   45 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   45 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/04/2023 10:58:34 AM","04 MANHATTAN","1010360009","MANHATTAN","987,080","216,077","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75975746892","-73.98978458418","(40.75975746891827, -73.98978458418131)"
"59319109","11/03/2023 05:06:18 PM","11/08/2023 04:04:17 PM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","326 WEST   45 STREET","WEST   45 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   45 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/04/2023 10:58:00 AM","04 MANHATTAN","1010350046","MANHATTAN","987,200","216,004","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75955706339","-73.98935145371","(40.759557063394844, -73.98935145370989)"
"59314904","11/02/2023 11:52:01 AM","11/10/2023 05:08:39 AM","DSNY","Department of Sanitation","Dirty Condition","Syringes","Sidewalk","10036","675 9 AVENUE","9 AVENUE","WEST   46 STREET","WEST   47 STREET","WEST   46 STREET","WEST   47 STREET","ADDRESS","NEW YORK","9 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","11/03/2023 12:36:29 PM","04 MANHATTAN","1010560032","MANHATTAN","986,879","216,660","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76135771641","-73.99050990339","(40.761357716407666, -73.99050990338529)"
